cid	glytoucan	siid
CID91856237	G84906AJ	SID252289214
CID91856241	G10503MP	SID252289219
CID91856251	G73548IN	SID252289231
CID91856252	G74916CC	SID252289232
CID91856258	G34252AT	SID252289240
CID91856261	G54434IR	SID252289243
CID91856274	G59231NT	SID252289257
CID91856275	G60926SE	SID252289258
CID91856287	G32761XQ	SID252289271
CID91856289	G82639GQ	SID252289273
CID91856293	G10110YZ	SID252289278
CID91856294	G57595UE	SID252289279
CID91856297	G82841UV	SID252289282
CID91856303	G84170WO	SID252289289
CID91856305	G07141SK	SID252289292
CID91856314	G14428PM	SID252289303
CID91856317	G79578JB	SID252289306
CID91856319	G15527QL	SID252289308
CID91856348	G88194GI	SID252289349
CID91856353	G10112QT	SID252289355
CID91856370	G46915JA	SID252289374
CID91856377	G60216WR	SID252289385
CID91856397	G11679NT	SID252289409
CID91856406	G83433HW	SID252289419
CID91856407	G00995HW	SID252289420
CID91856411	G45522CT	SID252289426
CID91856414	G77638EE	SID252289430
CID91856426	G68175NA	SID252289448
CID91856440	G05561CF	SID252289464
CID91856446	G04622LK	SID252289472
CID91856456	G43547MI	SID252289484
CID91856460	G48766VR	SID252289488
CID91856462	G96214EI	SID252289490
CID91856481	G38465NT	SID252289515
CID91856485	G32816HT	SID252289519
CID91856490	G10179FS	SID252289527
CID91856491	G20096RP	SID252289528
CID91856507	G91337ZP	SID252289545
CID91856516	G16437LH	SID252289555
CID91856517	G95658PH	SID252289556
CID91856528	G91413ZX	SID252289571
CID91856535	G10713RP	SID252289578
CID91856537	G33841EB	SID252289581
CID91856538	G00705XW	SID252289582
CID91856544	G96010OZ	SID252289590
CID91856560	G83161QT	SID252289606
CID91856562	G44825LU	SID252289608
CID91856575	G06341YK	SID252289622
CID91856582	G53032HU	SID252289630
CID91856587	G25326BM	SID252289635
CID91856599	G46638GC	SID252289652
CID91856602	G23647WB	SID252289655
CID91856612	G61664CH	SID252289665
CID91856614	G19104OH	SID252289668
CID91856624	G59655FF	SID252289681
CID91856631	G79634CE	SID252289690
CID91856636	G05784QE	SID252289695
CID91856664	G94156YI	SID252289726
CID91856681	G10614XK	SID252289745
CID91856682	G21421NG	SID252289746
CID91856684	G48945UO	SID252289749
CID91856688	G80161SF	SID252289754
CID91856689	G88014YP	SID252289755
CID91856690	G61367OF	SID252289757
CID91856691	G39813YP	SID252289758
CID91856701	G98140IX	SID252289773
CID91856703	G08569VN	SID252289775
CID91856705	G19619KS	SID252289779
CID91856724	G95786NX	SID252289799
CID91856727	G04414GO	SID252289803
CID91856730	G21916IS	SID252289806
CID91856735	G63496FG	SID252289811
CID91856736	G65686FS	SID252289812
CID91856739	G77960OV	SID252289816
CID91856740	G81436EU	SID252289817
CID91856743	G91591ER	SID252289821
CID91856750	G19949UL	SID252289828
CID91856753	G44739HH	SID252289833
CID91856754	G49599HG	SID252289835
CID91856761	G81397LO	SID252289842
CID91856763	G83582BK	SID252289844
CID91856764	G88784SV	SID252289845
CID91856775	G83412LT	SID252289858
CID91856778	G39884QV	SID252289861
CID91856781	G07990UY	SID252289864
CID91856786	G34731QC	SID252289870
CID91856796	G41974MG	SID252289881
CID91856797	G41850YN	SID252289882
CID91856801	G52106FW	SID252289886
CID91856811	G87937HR	SID252289897
CID91856815	G25869EQ	SID252289901
CID91856817	G05260RH	SID252289903
CID91856821	G18286BM	SID252289908
CID91856830	G44639PM	SID252289919
CID91856851	G00826SV	SID252289944
CID91856877	G88227QI	SID252289970
CID91856880	G09826WW	SID252289974
CID91856883	G75277CR	SID252289977
CID91856898	G77058YR	SID252289994
CID91856900	G52934AK	SID252289997
CID91856902	G76931AL	SID252290000
CID91856907	G02025MF	SID252290006
CID91856919	G22686TA	SID252290020
CID91856922	G61245NC	SID252290024
CID91856943	G20578GS	SID252290050
CID91856951	G82050MN	SID252290058
CID91856958	G79457WN	SID252290066
CID91856962	G68946DB	SID252290072
CID91856963	G40269CS	SID252290073
CID91856992	G95491GH	SID252290110
CID91856996	G11509RN	SID252290115
CID91856998	G89532GI	SID252290118
CID91857018	G85750HN	SID252290145
CID91857019	G30966TU	SID252290146
CID91857019	G42217SL	SID252295942
CID91857028	G82221BU	SID252290157
CID91857030	G90130AG	SID252290159
CID91857031	G32112SX	SID252290160
CID91857034	G30618VC	SID252290163
CID91857039	G79368CP	SID252290169
CID91857040	G75488YU	SID252290170
CID91857043	G98559XP	SID252290173
CID91857061	G63411NB	SID252290194
CID91857068	G03016BW	SID252290204
CID91857073	G09947VE	SID252290210
CID91857077	G11386DK	SID252290215
CID91857078	G08493GY	SID252290216
CID91857080	G10292TC	SID252290218
CID91857085	G01727PW	SID252290224
CID91857106	G14326YE	SID252290248
CID91857110	G77475MM	SID252290253
CID91857112	G74484ON	SID252290255
CID91857119	G55051BJ	SID252290265
CID91857127	G33373MR	SID252290274
CID91857162	G98899DA	SID252290316
CID91857163	G03266UM	SID252290318
CID91857167	G11837XH	SID252290324
CID91857171	G55153IW	SID252290329
CID91857172	G56960KY	SID252290330
CID91857174	G94559IJ	SID252290333
CID91857175	G95956WE	SID252290334
CID91857176	G97975GF	SID252290335
CID91857181	G44617UT	SID252290340
CID91857182	G55402MT	SID252290341
CID91857183	G58281SK	SID252290342
CID91857184	G63981YU	SID252290343
CID91857197	G75448JJ	SID252290357
CID91857200	G95462VZ	SID252290361
CID91857205	G91345JE	SID252290366
CID91857222	G57920AK	SID252290385
CID91857226	G72260GO	SID252290389
CID91857234	G84536BM	SID252290400
CID91857237	G03796EF	SID252290403
CID91857240	G07819QF	SID252290406
CID91857242	G95739UA	SID252290408
CID91857244	G15059WI	SID252290410
CID91857245	G72281FQ	SID252290411
CID91857246	G13894RO	SID252290412
CID91857250	G00876GU	SID252290416
CID91857251	G22573RC	SID252290417
CID91857252	G29616NS	SID252290418
CID91857259	G27273FD	SID252290426
CID91857264	G93984MO	SID252290432
CID91857273	G88009HX	SID252290443
CID91857308	G49302PT	SID252290485
CID91857309	G72587UU	SID252290486
CID91857316	G85563LA	SID252290493
CID91857339	G88043PD	SID252290519
CID91857343	G96709CX	SID252290523
CID91857348	G83864PP	SID252290529
CID91857357	G53931MC	SID252290539
CID91857372	G36960FP	SID252290561
CID91857381	G51333ZI	SID252290572
CID91857389	G23722TU	SID252290581
CID91857393	G98565KP	SID252290585
CID91857394	G00891GP	SID252290586
CID91857409	G91277HN	SID252290603
CID91857415	G30996QM	SID252290612
CID91857416	G90703DJ	SID252290613
CID91857419	G84108IZ	SID252290616
CID91857420	G03216SJ	SID252290617
CID91857422	G82853YO	SID252290619
CID91857424	G33271XM	SID252290625
CID91857425	G66665YI	SID252290626
CID91857433	G52461YB	SID252290637
CID91857435	G37597FW	SID252290639
CID91857444	G45756EL	SID252290651
CID91857451	G42293RF	SID252290658
CID91857456	G67410LQ	SID252290663
CID91857459	G22629JM	SID252290667
CID91857461	G68957QP	SID252290669
CID91857462	G17155VX	SID252290670
CID91857465	G46123YD	SID252290674
CID91857466	G56067ON	SID252290675
CID91857474	G55360MM	SID252290684
CID91857479	G14567YG	SID252290689
CID91857480	G02760XH	SID252290690
CID91857491	G44152CO	SID252290703
CID91857493	G72952WX	SID252290705
CID91857497	G76081OI	SID252290709
CID91857499	G47011KD	SID252290711
CID91857504	G01665LU	SID252290716
CID91857506	G03605AV	SID252290718
CID91857545	G05611SB	SID252290767
CID91857546	G14978ZY	SID252290769
CID91857551	G16348RE	SID252290776
CID91857552	G96063MG	SID252290777
CID91857559	G64861UO	SID252290786
CID91857562	G72221XM	SID252290789
CID91857564	G72745SQ	SID252290793
CID91857569	G96153DN	SID252290798
CID91857571	G11885NX	SID252290800
CID91857581	G59655SA	SID252290812
CID91857582	G52770HR	SID252290813
CID91857603	G99516QU	SID252290837
CID91857605	G07483YN	SID252290840
CID91857607	G10448ZR	SID252290842
CID91857618	G69033GJ	SID252290857
CID91857625	G17977UE	SID252290867
CID91857627	G45258LH	SID252290871
CID91857631	G61207RZ	SID252290875
CID91857633	G68668TB	SID252290877
CID91857639	G06550JR	SID252290883
CID91857640	G10209QU	SID252290884
CID91857659	G03272YQ	SID252290908
CID91857665	G46103YX	SID252290915
CID91857669	G86861MW	SID252290920
CID91857673	G86143FV	SID252290925
CID91857678	G00025AJ	SID252290930
CID91857685	G78155FK	SID252290938
CID91857693	G35708JV	SID252290947
CID91857699	G31662BR	SID252290956
CID91857703	G86537AD	SID252290960
CID91857707	G96091LW	SID252290965
CID91857721	G45888VL	SID252290982
CID91857729	G40064GR	SID252290991
CID91857734	G23770JR	SID252290996
CID91857749	G96717WN	SID252291013
CID91857750	G38812YS	SID252291014
CID91857754	G69738ZU	SID252291020
CID91857755	G81601EB	SID252291021
CID91857758	G17034UD	SID252291025
CID91857763	G75318VB	SID252291031
CID91857768	G92358PV	SID252291040
CID91857774	G49827WK	SID252291050
CID91857777	G14373ZY	SID252291054
CID91857781	G77712UR	SID252291058
CID91857787	G14374XC	SID252291065
CID91857788	G15301IS	SID252291066
CID91857791	G35619UY	SID252291069
CID91857792	G16534FS	SID252291070
CID91857810	G04462ZS	SID252291092
CID91857821	G32685NO	SID252291104
CID91857830	G30241UB	SID252291115
CID91857833	G75398ZA	SID252291119
CID91857845	G47854HN	SID252291133
CID91857849	G65299LG	SID252291137
CID91857864	G67059BJ	SID252291154
CID91857865	G26949IX	SID252291155
CID91857876	G90983BT	SID252291167
CID91857879	G26570RB	SID252291170
CID91857882	G18584GW	SID252291174
CID91857884	G40994FC	SID252291176
CID91857890	G17164DX	SID252291184
CID91857892	G47410OF	SID252291188
CID91857912	G56147VV	SID252291210
CID91857928	G56830SM	SID252291231
CID91857941	G70125XL	SID252291248
CID91857945	G33532XU	SID252291252
CID91857952	G61780GR	SID252291261
CID91857961	G45581BY	SID252291270
CID91857963	G54344GJ	SID252291273
CID91857967	G36519NW	SID252291277
CID91857968	G20453WS	SID252291278
CID91857990	G79803HS	SID252291303
CID91857998	G46347BR	SID252291313
CID91857999	G35888BV	SID252291314
CID91858001	G78030KJ	SID252291317
CID91858005	G37581LU	SID252291322
CID91858007	G10733HY	SID252291324
CID91858008	G94770AN	SID252291325
CID91858009	G19019TY	SID252291326
CID91858011	G69905CP	SID252291329
CID91858012	G59159PE	SID252291330
CID91858020	G54741SP	SID252291339
CID91858034	G79364BI	SID252291355
CID91858035	G31156QG	SID252291356
CID91858043	G70194YY	SID252291364
CID91858044	G03727RK	SID252291365
CID91858049	G06710OE	SID252291371
CID91858050	G08304AG	SID252291373
CID91858056	G49104WF	SID252291380
CID91858063	G77632HJ	SID252291387
CID91858067	G20965WY	SID252291391
CID91858068	G24065XI	SID252291392
CID91858074	G07677VL	SID252291398
CID91858075	G08520NM	SID252291399
CID91858077	G29011JC	SID252291401
CID91858084	G11148DZ	SID252291408
CID91858087	G52014JR	SID252291412
CID91858099	G20172ET	SID252291424
CID91858104	G45104SZ	SID252291429
CID91858120	G48458AB	SID252291446
CID91858127	G09675DY	SID252291455
CID91858133	G38849GM	SID252291464
CID91858140	G62527ZD	SID252291473
CID91858141	G61149BD	SID252291474
CID91858142	G83425EJ	SID252291475
CID91858149	G65796FM	SID252291485
CID91858167	G16774YZ	SID252291511
CID91858174	G40428GO	SID252291519
CID91858178	G67883AD	SID252291523
CID91858179	G86095OE	SID252291524
CID91858184	G72580QS	SID252291529
CID91858190	G72379PC	SID252291535
CID91858213	G54555CN	SID252291561
CID91858220	G81328FA	SID252291570
CID91858227	G76104SB	SID252291577
CID91858228	G16520OZ	SID252291578
CID91858249	G93602DI	SID252291605
CID91858266	G99866WK	SID252291626
CID91858279	G25155KV	SID252291642
CID91858286	G13515ZY	SID252291652
CID91858287	G47180UC	SID252291653
CID91858299	G31606TH	SID252291668
CID91858306	G91161VR	SID252291675
CID91858310	G05180BW	SID252291681
CID91858314	G10255XW	SID252291686
CID91858315	G27384IP	SID252291689
CID91858319	G67045LB	SID252291695
CID91858323	G22558JP	SID252291701
CID91858324	G02126PG	SID252291704
CID91858338	G69113LL	SID252291718
CID91858343	G60103QI	SID252291725
CID91858344	G14876IZ	SID252291726
CID91858353	G97674NY	SID252291738
CID91858364	G57158CS	SID252291751
CID91858366	G92303LR	SID252291753
CID91858367	G14781HP	SID252291754
CID91858371	G25162JS	SID252291758
CID91858375	G59471TH	SID252291762
CID91858384	G48767NV	SID252291771
CID91858387	G29042WW	SID252291775
CID91858393	G45643JS	SID252291781
CID91858398	G61339UO	SID252291788
CID91858400	G31411GR	SID252291790
CID91858412	G48205IY	SID252291803
CID91858415	G72974NP	SID252291807
CID91858416	G47407FC	SID252291808
CID91858417	G01760ZU	SID252291810
CID91858420	G34595KJ	SID252291813
CID91858424	G29857PJ	SID252291818
CID91858426	G37861OJ	SID252291820
CID91858436	G03321AC	SID252291833
CID91858442	G80566CZ	SID252291841
CID91858448	G22550VJ	SID252291847
CID91858454	G02763QD	SID252291854
CID91858459	G87138HL	SID252291860
CID91858462	G57345HS	SID252291864
CID91858469	G06290ZS	SID252291872
CID91858488	G07392QY	SID252291894
CID91858489	G20815TK	SID252291896
CID91858491	G20210OT	SID252291899
CID91858492	G84376FR	SID252291901
CID91858510	G59872UP	SID252291923
CID91858516	G74130TT	SID252291930
CID91858520	G99858XP	SID252291934
CID91858525	G29078QN	SID252291939
CID91858530	G72018SI	SID252291944
CID91858536	G15149UW	SID252291950
CID91858542	G27188NC	SID252291957
CID91858543	G33303XH	SID252291958
CID91858546	G35960LO	SID252291961
CID91858551	G51367TM	SID252291966
CID91858552	G54511PJ	SID252291967
CID91858555	G62922ZN	SID252291970
CID91858562	G82695BC	SID252291978
CID91858563	G88329BN	SID252291979
CID91858573	G12396GB	SID252291989
CID91858574	G01200BW	SID252291990
CID91858577	G74531CR	SID252291995
CID91858586	G49118ZT	SID252292008
CID91858587	G59579TL	SID252292009
CID91858600	G16782SL	SID252292028
CID91858605	G42322YV	SID252292033
CID91858608	G39465KG	SID252292041
CID91858612	G05979QC	SID252292045
CID91858614	G62488UG	SID252292048
CID91858625	G57092OJ	SID252292064
CID91858627	G60645OK	SID252292066
CID91858633	G95393JS	SID252292075
CID91858639	G93088EE	SID252292082
CID91858658	G94733WZ	SID252292105
CID91858663	G52793JJ	SID252292110
CID91858666	G76195PM	SID252292113
CID91858671	G07228BR	SID252292119
CID91858675	G75959OB	SID252292123
CID91858680	G72647WK	SID252292130
CID91858685	G93707PO	SID252292136
CID91858713	G32371XG	SID252292173
CID91858724	G58547FH	SID252292184
CID91858734	G68991BW	SID252292195
CID91858745	G23934WD	SID252292208
CID91858749	G65704VY	SID252292212
CID91858753	G74018VM	SID252292216
CID91858754	G54542VV	SID252292218
CID91858764	G11356UZ	SID252292233
CID91858773	G99448WD	SID252292245
CID91858776	G56340GX	SID252292248
CID91858777	G01747FB	SID252292249
CID91858787	G58350LJ	SID252292261
CID91858788	G64048GU	SID252292262
CID91858797	G86753CK	SID252292276
CID91858812	G80047AR	SID252292294
CID91858817	G82811EP	SID252292300
CID91858837	G95528UC	SID252292323
CID91858838	G80068SW	SID252292324
CID91858862	G04273XP	SID252292350
CID91858886	G37481QP	SID252292383
CID91858892	G46748BU	SID252292389
CID91858897	G10756ZZ	SID252292395
CID91858910	G62801YJ	SID252292409
CID91858912	G56657VE	SID252292412
CID91858916	G86952JZ	SID252292416
CID91858921	G56657CK	SID252292421
CID91858922	G79809MM	SID252292423
CID91858925	G59361OW	SID252292427
CID91858930	G96417PJ	SID252292433
CID91858938	G58214IQ	SID252292444
CID91858942	G83131MU	SID252292451
CID91858948	G00851XQ	SID252292457
CID91858952	G18331QM	SID252292462
CID91858956	G51123VI	SID252292466
CID91858962	G17800QD	SID252292474
CID91858965	G43677TG	SID252292478
CID91858968	G70903NP	SID252292483
CID91858970	G77339RV	SID252292485
CID91858974	G50660UT	SID252292489
CID91858984	G89027OP	SID252292501
CID91858990	G32079YD	SID252292508
CID91858993	G88366YR	SID252292511
CID91858997	G31032XG	SID252292515
CID91858998	G21438WG	SID252292517
CID91859006	G03260OU	SID252292527
CID91859011	G22311MI	SID252292532
CID91859012	G45712QJ	SID252292533
CID91859020	G33370EK	SID252292543
CID91859022	G07352BK	SID252292546
CID91859024	G45480RU	SID252292548
CID91859035	G02657BS	SID252292561
CID91859038	G59126YU	SID252292564
CID91859077	G00646SN	SID252292609
CID91859078	G96841SQ	SID252292610
CID91859081	G13976WV	SID252292616
CID91859086	G80923TV	SID252292621
CID91859097	G15355KC	SID252292633
CID91859098	G55314RK	SID252292634
CID91859102	G39188CA	SID252292638
CID91859134	G57779BA	SID252292678
CID91859137	G59306VK	SID252292681
CID91859146	G78956IC	SID252292690
CID91859155	G24994OK	SID252292701
CID91859156	G95260HV	SID252292702
CID91859166	G84440YT	SID252292714
CID91859171	G08055MG	SID252292719
CID91859176	G39571QG	SID252292725
CID91859181	G96861IW	SID252292730
CID91859187	G13537KO	SID252292736
CID91859203	G17105UZ	SID252292754
CID91859235	G23166NU	SID252292792
CID91859278	G11260XI	SID252292841
CID91859280	G59168YE	SID252292844
CID91859282	G27603XJ	SID252292846
CID91859289	G25953KD	SID252292854
CID91859305	G91905FJ	SID252292872
CID91859314	G73211XU	SID252292882
CID91859315	G52886CK	SID252292883
CID91859322	G25429RR	SID252292891
CID91859323	G71690HK	SID252292892
CID91859324	G64183CB	SID252292893
CID91859329	G85608AG	SID252292899
CID91859330	G83089UA	SID252292900
CID91859336	G53956RO	SID252292907
CID91859343	G24034CH	SID252292915
CID91859345	G39611QP	SID252292918
CID91859346	G19520XO	SID252292919
CID91859349	G37552GO	SID252292922
CID91859362	G26537DD	SID252292943
CID91859366	G49561ZE	SID252292947
CID91859378	G26099QK	SID252292961
CID91859380	G22233KL	SID252292964
CID91859387	G80180SI	SID252292971
CID91859405	G34059IB	SID252292994
CID91859412	G43264US	SID252293001
CID91859418	G62571UK	SID252293007
CID91859432	G33347WY	SID252293025
CID91859438	G00909GK	SID252293032
CID91859439	G00979XR	SID252293033
CID91859441	G32611KT	SID252293036
CID91859444	G42941KJ	SID252293042
CID91859452	G43660IT	SID252293050
CID91859464	G44825QL	SID252293065
CID91859470	G61601ZZ	SID252293072
CID91859481	G85116XO	SID252293083
CID91859482	G87136DV	SID252293084
CID91859493	G40786FB	SID252293097
CID91859498	G70358QM	SID252293103
CID91859504	G37022BP	SID252293111
CID91859526	G35787ED	SID252293135
CID91859530	G94116NC	SID252293140
CID91859537	G72079JG	SID252293151
CID91859558	G42110JE	SID252293172
CID91859562	G60963AS	SID252293177
CID91859566	G11041DA	SID252293181
CID91859567	G68014YX	SID252293182
CID91859569	G39294YF	SID252293185
CID91859573	G31421EZ	SID252293190
CID91859575	G55327VV	SID252293192
CID91859580	G96168ED	SID252293199
CID91859590	G92237PN	SID252293213
CID91859602	G76073FF	SID252293227
CID91859603	G45565NV	SID252293228
CID91859615	G82858KU	SID252293240
CID91859616	G96719MC	SID252293241
CID91859627	G01856RL	SID252293257
CID91859632	G79954CG	SID252293262
CID91859636	G86475BX	SID252293266
CID91859637	G43470JW	SID252293267
CID91859643	G00027MO	SID252293273
CID91859656	G54567NU	SID252293288
CID91859677	G53985AY	SID252293314
CID91859689	G64098MP	SID252293334
CID91859712	G63065KG	SID252293359
CID91859743	G53878DC	SID252293394
CID91859744	G43242DB	SID252293395
CID91859753	G57449OF	SID252293407
CID91859758	G75999PF	SID252293413
CID91859760	G29449JO	SID252293415
CID91859773	G96596OC	SID252293430
CID91859783	G81983KG	SID252293444
CID91859787	G10108GZ	SID252293449
CID91859791	G66653BX	SID252293453
CID91859792	G59752BW	SID252293454
CID91859801	G30035MO	SID252293465
CID91859802	G62015ZM	SID252293466
CID91859811	G03529DJ	SID252293476
CID91859830	G12279LC	SID252293497
CID91859833	G22385OT	SID252293500
CID91859835	G26664GH	SID252293503
CID91859836	G32556JI	SID252293504
CID91859839	G42679AH	SID252293509
CID91859853	G33742YO	SID252293526
CID91859855	G72526DQ	SID252293529
CID91859859	G00272VU	SID252293533
CID91859862	G10925II	SID252293536
CID91859869	G61785RY	SID252293544
CID91859878	G13267ZY	SID252293554
CID91859880	G31713XX	SID252293556
CID91859885	G98862GW	SID252293563
CID91859886	G29231AT	SID252293565
CID91859909	G58918TF	SID252293594
CID91859928	G25891YZ	SID252293617
CID91859934	G32483HZ	SID252293623
CID91859939	G87164WU	SID252293628
CID91859945	G75905JY	SID252293635
CID91859946	G10664FL	SID252293636
CID91859971	G84908OR	SID252293664
CID91859979	G98304AO	SID252293672
CID91859984	G22949KX	SID252293677
CID91859992	G62103QF	SID252293688
CID91859999	G98366ZJ	SID252293696
CID91860001	G84052CD	SID252293699
CID91860006	G38115KZ	SID252293706
CID91860035	G23041XK	SID252293745
CID91860039	G45714BQ	SID252293750
CID91860042	G29764SO	SID252293753
CID91860051	G70927FR	SID252293764
CID91860055	G81422ZI	SID252293769
CID91860065	G68283NG	SID252293782
CID91860067	G02470WS	SID252293784
CID91860068	G68955EJ	SID252293786
CID91860081	G10333YJ	SID252293800
CID91860085	G53993HS	SID252293804
CID91860091	G58890ZT	SID252293811
CID91860095	G03309JT	SID252293817
CID91860104	G24355OK	SID252293826
CID91860112	G81541IU	SID252293835
CID91860114	G17857ZF	SID252293837
CID91860115	G53800MQ	SID252293838
CID91860116	G80296WD	SID252293839
CID91860128	G61169KO	SID252293852
CID91860131	G04450CG	SID252293856
CID91860133	G64175SO	SID252293858
CID91860143	G57863LA	SID252293874
CID91860146	G86681BW	SID252293877
CID91860152	G57068ZS	SID252293884
CID91860156	G86018QV	SID252293888
CID91860159	G77653XA	SID252293891
CID91860167	G06059DJ	SID252293901
CID91860168	G89659QV	SID252293902
CID91860183	G56354PO	SID252293921
CID91860187	G36405UK	SID252293927
CID91860190	G48148JS	SID252293932
CID91860203	G14469GR	SID252293948
CID91860206	G84975VY	SID252293951
CID91860208	G73708UL	SID252293954
CID91860217	G24327OK	SID252293963
CID91860220	G16717IV	SID252293966
CID91860228	G02086TB	SID252293977
CID91860232	G34947FX	SID252293981
CID91860234	G71485PH	SID252293983
CID91860245	G25757VW	SID252293995
CID91860248	G53933HU	SID252293999
CID91860249	G86704VD	SID252294000
CID91860267	G47175EF	SID252294025
CID91860272	G41504VL	SID252294031
CID91860286	G38395YJ	SID252294048
CID91860287	G97932OH	SID252294049
CID91860292	G13181ZZ	SID252294055
CID91860298	G27720WY	SID252294061
CID91860302	G39602UU	SID252294065
CID91860304	G43265YA	SID252294067
CID91860313	G39439UR	SID252294081
CID91860315	G49743VF	SID252294084
CID91860318	G67066JI	SID252294087
CID91860328	G40792HV	SID252294099
CID91860333	G68803QA	SID252294106
CID91860336	G03003KR	SID252294110
CID91860337	G65351EL	SID252294111
CID91860350	G05235KE	SID252294126
CID91860352	G99524KA	SID252294130
CID91860354	G15112UU	SID252294133
CID91860368	G57955DP	SID252294152
CID91860375	G04018GO	SID252294160
CID91860386	G97436XI	SID252294177
CID91860397	G12398HZ	SID252294190
CID91860403	G26881SV	SID252294197
CID91860411	G19294RF	SID252294205
CID91860418	G24791UN	SID252294215
CID91860423	G71153ZE	SID252294220
CID91860424	G91624CJ	SID252294221
CID91860427	G77593JU	SID252294224
CID91860430	G46260CP	SID252294227
CID91860431	G17348SA	SID252294228
CID91860433	G19763QB	SID252294230
CID91860434	G99956MJ	SID252294231
CID91860436	G11637WL	SID252294234
CID91860438	G15696PP	SID252294237
CID91860446	G84456HG	SID252294247
CID91860447	G86928UZ	SID252294250
CID91860451	G57762GE	SID252294254
CID91860452	G16370GQ	SID252294255
CID91860459	G00370EI	SID252294266
CID91860463	G96024GG	SID252294271
CID91860465	G18638YB	SID252294273
CID91860496	G38955TH	SID252294310
CID91860500	G78153TS	SID252294314
CID91860514	G81380NE	SID252294330
CID91860520	G94827SR	SID252294339
CID91860529	G70830AN	SID252294352
CID91860536	G25471TG	SID252294362
CID91860537	G39600NF	SID252294363
CID91860549	G38630WM	SID252294377
CID91860561	G77384FE	SID252294391
CID91860563	G11721NX	SID252294393
CID91860572	G49370IN	SID252294403
CID91860573	G86700TF	SID252294404
CID91860599	G94241OT	SID252294435
CID91860625	G19179MO	SID252294468
CID91860635	G83155KW	SID252294480
CID91860637	G56516KW	SID252294482
CID91860642	G38901GU	SID252294489
CID91860650	G44510KF	SID252294499
CID91860667	G80147LG	SID252294517
CID91860669	G75097MF	SID252294519
CID91860695	G29056SI	SID252294550
CID91860704	G22246QW	SID252294561
CID91860725	G97345NY	SID252294588
CID91860730	G07301IS	SID252294594
CID91860740	G58746AB	SID252294606
CID91860752	G17344FG	SID252294619
CID91860758	G84852GW	SID252294627
CID91860764	G04681PT	SID252294634
CID91860765	G09416DG	SID252294635
CID91860775	G56038AR	SID252294648
CID91860780	G72526IR	SID252294653
CID91860785	G82081LV	SID252294659
CID91860786	G84053BQ	SID252294661
CID91860802	G34467NW	SID252294682
CID91860827	G21412CQ	SID252294712
CID91860828	G62619LG	SID252294713
CID91860830	G18564GN	SID252294716
CID91860839	G13177TU	SID252294728
CID91860844	G48822BJ	SID252294735
CID91860845	G43164CL	SID252294736
CID91860847	G26897XI	SID252294738
CID91860869	G52120NK	SID252294766
CID91860893	G05794RZ	SID252294796
CID91860896	G81128IY	SID252294799
CID91860908	G06301TU	SID252294811
CID91860909	G96538JO	SID252294812
CID91860912	G56014GC	SID252294815
CID91860918	G43797QQ	SID252294821
CID91860921	G89168LM	SID252294824
CID91860924	G94232LU	SID252294827
CID91860944	G69752OZ	SID252294850
CID91860947	G21470TX	SID252294853
CID91860948	G09441IP	SID252294857
CID91860963	G04472SL	SID252294873
CID91860964	G94626GC	SID252294875
CID91860967	G39578OU	SID252294878
CID91860969	G50734LV	SID252294880
CID91860970	G67978NC	SID252294881
CID91861005	G34330HT	SID252294923
CID91861018	G75701BM	SID252294942
CID91861025	G35257SQ	SID252294951
CID91861028	G40542QP	SID252294955
CID91861029	G25520XG	SID252294956
CID91861037	G34706DW	SID252294964
CID91861042	G65414VM	SID252294970
CID91861057	G61539GW	SID252294987
CID91861058	G20265RJ	SID252294989
CID91861069	G21459ST	SID252295003
CID91861079	G08429SS	SID252295016
CID91861080	G71479KG	SID252295017
CID91861092	G89323TE	SID252295029
CID91861094	G31943KG	SID252295031
CID91861109	G56376TA	SID252295047
CID91861110	G50997KD	SID252295048
CID91861133	G31516NT	SID252295076
CID91861139	G65475CX	SID252295084
CID91861152	G54611ZT	SID252295100
CID91861155	G41474PO	SID252295103
CID91861160	G53957WR	SID252295108
CID91861171	G66282NU	SID252295120
CID91861183	G27314YB	SID252295135
CID91861186	G42548XF	SID252295139
CID91861187	G42664TF	SID252295140
CID91861188	G50887TF	SID252295141
CID91861190	G63992GH	SID252295143
CID91861191	G64919UI	SID252295144
CID91861194	G71025DD	SID252295147
CID91861199	G93694YU	SID252295152
CID91861202	G96283OE	SID252295155
CID91861203	G00430ZK	SID252295157
CID91861206	G42525DE	SID252295161
CID91861208	G54466RT	SID252295164
CID91861210	G87217CO	SID252295166
CID91861216	G47614ZH	SID252295173
CID91861220	G65370RS	SID252295179
CID91861221	G72620YF	SID252295180
CID91861224	G80951VR	SID252295183
CID91861240	G01669LU	SID252295203
CID91861242	G46470AD	SID252295206
CID91861256	G57007FO	SID252295220
CID91861259	G21359NQ	SID252295223
CID91861263	G67623NK	SID252295227
CID91861264	G58921NR	SID252295228
CID91861265	G32149KV	SID252295229
CID91861267	G30460NZ	SID252295231
CID91861268	G40491DT	SID252295232
CID91861270	G05187DJ	SID252295234
CID91861273	G07703ST	SID252295238
CID91861279	G39818NQ	SID252295247
CID91861283	G49933AX	SID252295251
CID91861294	G25224QY	SID252295264
CID91861295	G46038XL	SID252295265
CID91861298	G50489VC	SID252295270
CID91861306	G61702UX	SID252295280
CID91861309	G62746IY	SID252295283
