KEGGID	HMDBID
cpd:C08322	hmdb:HMDB02000
cpd:C08323	hmdb:HMDB02368
cpd:C08325	hmdb:HMDB35030
cpd:C08331	hmdb:HMDB29913
cpd:C08334	hmdb:HMDB33865
cpd:C08335	hmdb:HMDB29900
cpd:C08336	hmdb:HMDB38482
cpd:C08340	hmdb:HMDB30697
cpd:C08342	hmdb:HMDB30934
cpd:C08348	hmdb:HMDB02545
cpd:C08348	hmdb:HMDB03402
cpd:C08349	hmdb:HMDB30091
cpd:C08353	hmdb:HMDB12194
cpd:C08356	hmdb:HMDB01266
cpd:C08362	hmdb:HMDB03229
cpd:C08363	hmdb:HMDB02080
cpd:C08364	hmdb:HMDB30963
cpd:C08365	hmdb:HMDB34297
cpd:C08369	hmdb:HMDB33966
cpd:C08370	hmdb:HMDB36491
cpd:C08371	hmdb:HMDB05879
cpd:C08372	hmdb:HMDB13780
cpd:C08373	hmdb:HMDB31472
cpd:C08374	hmdb:HMDB31444
cpd:C08376	hmdb:HMDB30092
cpd:C08379	hmdb:HMDB31036
cpd:C08380	hmdb:HMDB03671
cpd:C08382	hmdb:HMDB31258
cpd:C08383	hmdb:HMDB41389
cpd:C08384	hmdb:HMDB34288
cpd:C08385	hmdb:HMDB34287
cpd:C08386	hmdb:HMDB33719
cpd:C08387	hmdb:HMDB34380
cpd:C08388	hmdb:HMDB59886
cpd:C08389	hmdb:HMDB40346
cpd:C08390	hmdb:HMDB34238
cpd:C08391	hmdb:HMDB31634
cpd:C08398	hmdb:HMDB32867
cpd:C08403	hmdb:HMDB38417
cpd:C08404	hmdb:HMDB38429
cpd:C08409	hmdb:HMDB38403
cpd:C08411	hmdb:HMDB38406
cpd:C08415	hmdb:HMDB38427
cpd:C08417	hmdb:HMDB38423
cpd:C08419	hmdb:HMDB38404
cpd:C08424	hmdb:HMDB38384
cpd:C08425	hmdb:HMDB34071
cpd:C08427	hmdb:HMDB34070
cpd:C08434	hmdb:HMDB02099
cpd:C08437	hmdb:HMDB34073
cpd:C08442	hmdb:HMDB39640
cpd:C08446	hmdb:HMDB33765
cpd:C08449	hmdb:HMDB33941
cpd:C08458	hmdb:HMDB36460
cpd:C08464	hmdb:HMDB35400
cpd:C08465	hmdb:HMDB30947
cpd:C08472	hmdb:HMDB38577
cpd:C08484	hmdb:HMDB40920
cpd:C08486	hmdb:HMDB36599
cpd:C08487	hmdb:HMDB38962
cpd:C08490	hmdb:HMDB35601
cpd:C08491	hmdb:HMDB32797
cpd:C08492	hmdb:HMDB30003
cpd:C08493	hmdb:HMDB29737
cpd:C08497	hmdb:HMDB31496
cpd:C08498	hmdb:HMDB32434
cpd:C08499	hmdb:HMDB33857
cpd:C08501	hmdb:HMDB31531
cpd:C08505	hmdb:HMDB34739
cpd:C08506	hmdb:HMDB33351
cpd:C08511	hmdb:HMDB36074
cpd:C08526	hmdb:HMDB14812
cpd:C08537	hmdb:HMDB29406
cpd:C08538	hmdb:HMDB29842
cpd:C08539	hmdb:HMDB29407
cpd:C08540	hmdb:HMDB29408
cpd:C08543	hmdb:HMDB12221
cpd:C08548	hmdb:HMDB39123
cpd:C08549	hmdb:HMDB29386
cpd:C08567	hmdb:HMDB29411
cpd:C08568	hmdb:HMDB29840
cpd:C08569	hmdb:HMDB29841
cpd:C08571	hmdb:HMDB38311
cpd:C08580	hmdb:HMDB02204
cpd:C08583	hmdb:HMDB03154
cpd:C08584	hmdb:HMDB36590
cpd:C08585	hmdb:HMDB36924
cpd:C08586	hmdb:HMDB36925
cpd:C08589	hmdb:HMDB02398
cpd:C08591	hmdb:HMDB33844
cpd:C08594	hmdb:HMDB36868
cpd:C08596	hmdb:HMDB02741
cpd:C08597	hmdb:HMDB36566
cpd:C08598	hmdb:HMDB37377
cpd:C08600	hmdb:HMDB33325
cpd:C08601	hmdb:HMDB03233
cpd:C08601	hmdb:HMDB14284
cpd:C08602	hmdb:HMDB41590
cpd:C08604	hmdb:HMDB30684
cpd:C08605	hmdb:HMDB36869
cpd:C08606	hmdb:HMDB03020
cpd:C08608	hmdb:HMDB35832
cpd:C08609	hmdb:HMDB35705
cpd:C08611	hmdb:HMDB35836
cpd:C08612	hmdb:HMDB41159
cpd:C08614	hmdb:HMDB03101
cpd:C08618	hmdb:HMDB36838
cpd:C08619	hmdb:HMDB30094
cpd:C08620	hmdb:HMDB31458
cpd:C08623	hmdb:HMDB34964
cpd:C08624	hmdb:HMDB31438
cpd:C08629	hmdb:HMDB37973
cpd:C08636	hmdb:HMDB35920
cpd:C08637	hmdb:HMDB34920
cpd:C08644	hmdb:HMDB33153
cpd:C08647	hmdb:HMDB37977
cpd:C08650	hmdb:HMDB37316
cpd:C08652	hmdb:HMDB29249
cpd:C08716	hmdb:HMDB03201
cpd:C08717	hmdb:HMDB33953
cpd:C08718	hmdb:HMDB38009
cpd:C08720	hmdb:HMDB29711
cpd:C08723	hmdb:HMDB34147
cpd:C08725	hmdb:HMDB33681
cpd:C08726	hmdb:HMDB05797
cpd:C08727	hmdb:HMDB03173
cpd:C08731	hmdb:HMDB29539
cpd:C08732	hmdb:HMDB30071
cpd:C08737	hmdb:HMDB41922
cpd:C08739	hmdb:HMDB30144
cpd:C08743	hmdb:HMDB41016
cpd:C08760	hmdb:HMDB35626
cpd:C08761	hmdb:HMDB41294
cpd:C08765	hmdb:HMDB37037
cpd:C08771	hmdb:HMDB35922
cpd:C08773	hmdb:HMDB35772
cpd:C08775	hmdb:HMDB35858
cpd:C08777	hmdb:HMDB36888
cpd:C08778	hmdb:HMDB36587
cpd:C08788	hmdb:HMDB35984
cpd:C08794	hmdb:HMDB34927
cpd:C08795	hmdb:HMDB34706
cpd:C08796	hmdb:HMDB34695
cpd:C08813	hmdb:HMDB11181
cpd:C08817	hmdb:HMDB30021
cpd:C08821	hmdb:HMDB02374
cpd:C08825	hmdb:HMDB11605
cpd:C08830	hmdb:HMDB37236
cpd:C08833	hmdb:HMDB34418
cpd:C08839	hmdb:HMDB33214
cpd:C08840	hmdb:HMDB33873
cpd:C08842	hmdb:HMDB03218
cpd:C08846	hmdb:HMDB33656
cpd:C08851	hmdb:HMDB30623
cpd:C08885	hmdb:HMDB34391
cpd:C08886	hmdb:HMDB30046
cpd:C08887	hmdb:HMDB33815
cpd:C08888	hmdb:HMDB33802
cpd:C08892	hmdb:HMDB30067
cpd:C08894	hmdb:HMDB29311
cpd:C08895	hmdb:HMDB40882
cpd:C08906	hmdb:HMDB33847
cpd:C08907	hmdb:HMDB34062
cpd:C08911	hmdb:HMDB30118
cpd:C08913	hmdb:HMDB30048
cpd:C08929	hmdb:HMDB30635
cpd:C08930	hmdb:HMDB39352
cpd:C08931	hmdb:HMDB34525
cpd:C08933	hmdb:HMDB34926
cpd:C08934	hmdb:HMDB34925
cpd:C08945	hmdb:HMDB34745
cpd:C08946	hmdb:HMDB35857
cpd:C08948	hmdb:HMDB30634
cpd:C08959	hmdb:HMDB39487
cpd:C08961	hmdb:HMDB35363
cpd:C08964	hmdb:HMDB40851
cpd:C08968	hmdb:HMDB34636
cpd:C08980	hmdb:HMDB34648
cpd:C08982	hmdb:HMDB38606
cpd:C08983	hmdb:HMDB34649
cpd:C08984	hmdb:HMDB34533
cpd:C08988	hmdb:HMDB02395
cpd:C08991	hmdb:HMDB35750
cpd:C08993	hmdb:HMDB33940
cpd:C08995	hmdb:HMDB33488
cpd:C08996	hmdb:HMDB02336
cpd:C09001	hmdb:HMDB32950
cpd:C09041	hmdb:HMDB30358
cpd:C09042	hmdb:HMDB30361
cpd:C09059	hmdb:HMDB41372
cpd:C09060	hmdb:HMDB33930
cpd:C09066	hmdb:HMDB35710
cpd:C09069	hmdb:HMDB02121
cpd:C09071	hmdb:HMDB36836
cpd:C09081	hmdb:HMDB36700
cpd:C09097	hmdb:HMDB30281
cpd:C09110	hmdb:HMDB36698
cpd:C09116	hmdb:HMDB30845
cpd:C09118	hmdb:HMDB36811
cpd:C09126	hmdb:HMDB33988
cpd:C09132	hmdb:HMDB35603
cpd:C09133	hmdb:HMDB30280
cpd:C09141	hmdb:HMDB30651
cpd:C09183	hmdb:HMDB36827
cpd:C09186	hmdb:HMDB39607
cpd:C09189	hmdb:HMDB34945
cpd:C09190	hmdb:HMDB36677
cpd:C09206	hmdb:HMDB30821
cpd:C09209	hmdb:HMDB35196
cpd:C09220	hmdb:HMDB30318
cpd:C09226	hmdb:HMDB41933
cpd:C09228	hmdb:HMDB38849
cpd:C09231	hmdb:HMDB30327
cpd:C09235	hmdb:HMDB30260
cpd:C09238	hmdb:HMDB42010
cpd:C09252	hmdb:HMDB15597
cpd:C09256	hmdb:HMDB15464
cpd:C09263	hmdb:HMDB30819
cpd:C09264	hmdb:HMDB30820
cpd:C09268	hmdb:HMDB29758
cpd:C09269	hmdb:HMDB34376
cpd:C09275	hmdb:HMDB34269
cpd:C09276	hmdb:HMDB30786
cpd:C09282	hmdb:HMDB30622
cpd:C09286	hmdb:HMDB35742
cpd:C09289	hmdb:HMDB35906
cpd:C09301	hmdb:HMDB36641
cpd:C09305	hmdb:HMDB34272
cpd:C09306	hmdb:HMDB34834
cpd:C09308	hmdb:HMDB30666
cpd:C09309	hmdb:HMDB30884
cpd:C09311	hmdb:HMDB30818
cpd:C09312	hmdb:HMDB34257
cpd:C09314	hmdb:HMDB15575
cpd:C09315	hmdb:HMDB29865
cpd:C09320	hmdb:HMDB30823
cpd:C09332	hmdb:HMDB06825
cpd:C09339	hmdb:HMDB30348
cpd:C09365	hmdb:HMDB39085
cpd:C09382	hmdb:HMDB36688
cpd:C09385	hmdb:HMDB36423
cpd:C09389	hmdb:HMDB33354
cpd:C09404	hmdb:HMDB34723
cpd:C09423	hmdb:HMDB30259
cpd:C09474	hmdb:HMDB36692
cpd:C09479	hmdb:HMDB30727
cpd:C09484	hmdb:HMDB35934
cpd:C09489	hmdb:HMDB35814
cpd:C09490	hmdb:HMDB35828
cpd:C09492	hmdb:HMDB36771
cpd:C09499	hmdb:HMDB36643
cpd:C09517	hmdb:HMDB34474
cpd:C09547	hmdb:HMDB36423
cpd:C09549	hmdb:HMDB30184
cpd:C09555	hmdb:HMDB30211
cpd:C09558	hmdb:HMDB30213
cpd:C09591	hmdb:HMDB30246
cpd:C09592	hmdb:HMDB33439
cpd:C09593	hmdb:HMDB33440
cpd:C09594	hmdb:HMDB30248
cpd:C09598	hmdb:HMDB30172
cpd:C09600	hmdb:HMDB36130
cpd:C09611	hmdb:HMDB30344
cpd:C09621	hmdb:HMDB36197
cpd:C09625	hmdb:HMDB41576
cpd:C09627	hmdb:HMDB02352
cpd:C09628	hmdb:HMDB36579
cpd:C09629	hmdb:HMDB36792
cpd:C09630	hmdb:HMDB59695
cpd:C09633	hmdb:HMDB36470
cpd:C09640	hmdb:HMDB12469
cpd:C09642	hmdb:HMDB05199
cpd:C09642	hmdb:HMDB42012
cpd:C09644	hmdb:HMDB34435
cpd:C09647	hmdb:HMDB36413
cpd:C09649	hmdb:HMDB59878
cpd:C09652	hmdb:HMDB35287
cpd:C09662	hmdb:HMDB35104
cpd:C09665	hmdb:HMDB36066
cpd:C09674	hmdb:HMDB38120
cpd:C09675	hmdb:HMDB36648
cpd:C09681	hmdb:HMDB37906
cpd:C09684	hmdb:HMDB36467
cpd:C09690	hmdb:HMDB35631
cpd:C09695	hmdb:HMDB36456
cpd:C09696	hmdb:HMDB35896
cpd:C09704	hmdb:HMDB35662
cpd:C09704	hmdb:HMDB41629
cpd:C09709	hmdb:HMDB35754
cpd:C09711	hmdb:HMDB35798
cpd:C09715	hmdb:HMDB35593
cpd:C09718	hmdb:HMDB36364
cpd:C09719	hmdb:HMDB34940
cpd:C09720	hmdb:HMDB30232
cpd:C09720	hmdb:HMDB36716
cpd:C09723	hmdb:HMDB34997
cpd:C09727	hmdb:HMDB01871
cpd:C09728	hmdb:HMDB37954
cpd:C09729	hmdb:HMDB13693
cpd:C09729	hmdb:HMDB38215
cpd:C09731	hmdb:HMDB03153
cpd:C09732	hmdb:HMDB05811
cpd:C09735	hmdb:HMDB30541
cpd:C09737	hmdb:HMDB35657
cpd:C09738	hmdb:HMDB36600
cpd:C09743	hmdb:HMDB30016
cpd:C09747	hmdb:HMDB36156
cpd:C09750	hmdb:HMDB36164
cpd:C09751	hmdb:HMDB37254
cpd:C09755	hmdb:HMDB03265
cpd:C09762	hmdb:HMDB29519
cpd:C09765	hmdb:HMDB36561
cpd:C09771	hmdb:HMDB36562
cpd:C09776	hmdb:HMDB34492
cpd:C09780	hmdb:HMDB35830
cpd:C09788	hmdb:HMDB35608
cpd:C09789	hmdb:HMDB02927
cpd:C09792	hmdb:HMDB35063
cpd:C09793	hmdb:HMDB33740
cpd:C09806	hmdb:HMDB30748
cpd:C09815	hmdb:HMDB04461
cpd:C09816	hmdb:HMDB12127
cpd:C09817	hmdb:HMDB12129
cpd:C09818	hmdb:HMDB12223
cpd:C09819	hmdb:HMDB12145
cpd:C09821	hmdb:HMDB12180
cpd:C09822	hmdb:HMDB31342
cpd:C09827	hmdb:HMDB30808
cpd:C09830	hmdb:HMDB37487
cpd:C09832	hmdb:HMDB37247
cpd:C09833	hmdb:HMDB30090
cpd:C09836	hmdb:HMDB35766
cpd:C09837	hmdb:HMDB40397
cpd:C09839	hmdb:HMDB35087
cpd:C09840	hmdb:HMDB35770
cpd:C09841	hmdb:HMDB39382
cpd:C09844	hmdb:HMDB04472
cpd:C09847	hmdb:HMDB35092
cpd:C09848	hmdb:HMDB35820
cpd:C09849	hmdb:HMDB35093
cpd:C09859	hmdb:HMDB34985
cpd:C09863	hmdb:HMDB39522
cpd:C09868	hmdb:HMDB36089
cpd:C09870	hmdb:HMDB41264
cpd:C09871	hmdb:HMDB05812
cpd:C09873	hmdb:HMDB30089
cpd:C09875	hmdb:HMDB35850
cpd:C09875	hmdb:HMDB35851
cpd:C09877	hmdb:HMDB41634
cpd:C09880	hmdb:HMDB06525
cpd:C09882	hmdb:HMDB36560
cpd:C09884	hmdb:HMDB35761
cpd:C09885	hmdb:HMDB35738
cpd:C09893	hmdb:HMDB35604
cpd:C09896	hmdb:HMDB37044
cpd:C09898	hmdb:HMDB36995
cpd:C09900	hmdb:HMDB05806
cpd:C09902	hmdb:HMDB04043
cpd:C09904	hmdb:HMDB35213
cpd:C09906	hmdb:HMDB36115
cpd:C09908	hmdb:HMDB01878
cpd:C09910	hmdb:HMDB30346
cpd:C09912	hmdb:HMDB30354
cpd:C09915	hmdb:HMDB30267
cpd:C09923	hmdb:HMDB33771
cpd:C09925	hmdb:HMDB34270
cpd:C09926	hmdb:HMDB30791
cpd:C09927	hmdb:HMDB30032
cpd:C09929	hmdb:HMDB39154
cpd:C09947	hmdb:HMDB34212
cpd:C09951	hmdb:HMDB32644
cpd:C09952	hmdb:HMDB33590
cpd:C09955	hmdb:HMDB29399
cpd:C09972	hmdb:HMDB38360
cpd:C09979	hmdb:HMDB30608
cpd:C09980	hmdb:HMDB34144
cpd:C09981	hmdb:HMDB31752
cpd:C09982	hmdb:HMDB30812
cpd:C09984	hmdb:HMDB30347
cpd:C09991	hmdb:HMDB33484
cpd:C09993	hmdb:HMDB34216
cpd:C09994	hmdb:HMDB34101
cpd:C09996	hmdb:HMDB34441
cpd:C10001	hmdb:HMDB29339
cpd:C10003	hmdb:HMDB30199
cpd:C10018	hmdb:HMDB30832
cpd:C10025	hmdb:HMDB41832
cpd:C10028	hmdb:HMDB36619
cpd:C10029	hmdb:HMDB36620
cpd:C10037	hmdb:HMDB34004
cpd:C10038	hmdb:HMDB29676
cpd:C10039	hmdb:HMDB29548
cpd:C10040	hmdb:HMDB29469
cpd:C10043	hmdb:HMDB03075
cpd:C10044	hmdb:HMDB29521
cpd:C10048	hmdb:HMDB33762
cpd:C10061	hmdb:HMDB30724
cpd:C10062	hmdb:HMDB34095
cpd:C10063	hmdb:HMDB30700
cpd:C10065	hmdb:HMDB29463
cpd:C10066	hmdb:HMDB31760
cpd:C10070	hmdb:HMDB30871
cpd:C10071	hmdb:HMDB29981
cpd:C10072	hmdb:HMDB36632
cpd:C10073	hmdb:HMDB30775
cpd:C10077	hmdb:HMDB34410
cpd:C10080	hmdb:HMDB35796
cpd:C10084	hmdb:HMDB02655
cpd:C10085	hmdb:HMDB30794
cpd:C10098	hmdb:HMDB37441
cpd:C10099	hmdb:HMDB30074
cpd:C10100	hmdb:HMDB30075
cpd:C10105	hmdb:HMDB30796
cpd:C10106	hmdb:HMDB36631
cpd:C10107	hmdb:HMDB02755
cpd:C10108	hmdb:HMDB34360
cpd:C10109	hmdb:HMDB37408
cpd:C10112	hmdb:HMDB29540
cpd:C10114	hmdb:HMDB30614
cpd:C10118	hmdb:HMDB30802
cpd:C10119	hmdb:HMDB30804
cpd:C10126	hmdb:HMDB04476
cpd:C10128	hmdb:HMDB30352
cpd:C10129	hmdb:HMDB30353
cpd:C10135	hmdb:HMDB30272
cpd:C10142	hmdb:HMDB30305
cpd:C10144	hmdb:HMDB33453
cpd:C10160	hmdb:HMDB30386
cpd:C10164	hmdb:HMDB02243
cpd:C10166	hmdb:HMDB30341
cpd:C10172	hmdb:HMDB04827
cpd:C10174	hmdb:HMDB29374
cpd:C10186	hmdb:HMDB36633
cpd:C10187	hmdb:HMDB30569
cpd:C10188	hmdb:HMDB02937
cpd:C10190	hmdb:HMDB30539
cpd:C10191	hmdb:HMDB37334
cpd:C10192	hmdb:HMDB29620
cpd:C10195	hmdb:HMDB30708
cpd:C10203	hmdb:HMDB32696
cpd:C10204	hmdb:HMDB33924
cpd:C10205	hmdb:HMDB02326
cpd:C10206	hmdb:HMDB34025
cpd:C10207	hmdb:HMDB33983
cpd:C10208	hmdb:HMDB03312
cpd:C10212	hmdb:HMDB39244
cpd:C10213	hmdb:HMDB30632
cpd:C10216	hmdb:HMDB33991
cpd:C10219	hmdb:HMDB31457
cpd:C10220	hmdb:HMDB39346
cpd:C10222	hmdb:HMDB37658
cpd:C10223	hmdb:HMDB37650
cpd:C10224	hmdb:HMDB39265
cpd:C10237	hmdb:HMDB37655
cpd:C10238	hmdb:HMDB13690
cpd:C10246	hmdb:HMDB38778
cpd:C10247	hmdb:HMDB32641
cpd:C10253	hmdb:HMDB39097
cpd:C10264	hmdb:HMDB39439
cpd:C10274	hmdb:HMDB30807
cpd:C10275	hmdb:HMDB30564
cpd:C10283	hmdb:HMDB35478
cpd:C10292	hmdb:HMDB30579
cpd:C10294	hmdb:HMDB30829
cpd:C10307	hmdb:HMDB35756
cpd:C10312	hmdb:HMDB29752
cpd:C10315	hmdb:HMDB30670
cpd:C10316	hmdb:HMDB39098
cpd:C10331	hmdb:HMDB29673
cpd:C10343	hmdb:HMDB35214
cpd:C10346	hmdb:HMDB36408
cpd:C10350	hmdb:HMDB34363
cpd:C10359	hmdb:HMDB30328
cpd:C10370	hmdb:HMDB36006
cpd:C10373	hmdb:HMDB40867
cpd:C10379	hmdb:HMDB33790
cpd:C10381	hmdb:HMDB29617
cpd:C10382	hmdb:HMDB36009
cpd:C10385	hmdb:HMDB30130
cpd:C10401	hmdb:HMDB32876
cpd:C10404	hmdb:HMDB34317
cpd:C10415	hmdb:HMDB32707
cpd:C10418	hmdb:HMDB34214
cpd:C10419	hmdb:HMDB31657
cpd:C10421	hmdb:HMDB34188
cpd:C10422	hmdb:HMDB34087
cpd:C10425	hmdb:HMDB38102
cpd:C10426	hmdb:HMDB41005
cpd:C10426	hmdb:HMDB41006
cpd:C10427	hmdb:HMDB36544
cpd:C10429	hmdb:HMDB33776
cpd:C10433	hmdb:HMDB36937
cpd:C10434	hmdb:HMDB33999
cpd:C10437	hmdb:HMDB02375
cpd:C10438	hmdb:HMDB00567
cpd:C10443	hmdb:HMDB02269
cpd:C10445	hmdb:HMDB30093
cpd:C10447	hmdb:HMDB00423
cpd:C10449	hmdb:HMDB30725
cpd:C10451	hmdb:HMDB33778
cpd:C10452	hmdb:HMDB34121
cpd:C10453	hmdb:HMDB05809
cpd:C10454	hmdb:HMDB31864
cpd:C10457	hmdb:HMDB30111
cpd:C10459	hmdb:HMDB39275
cpd:C10460	hmdb:HMDB35403
cpd:C10461	hmdb:HMDB33142
cpd:C10462	hmdb:HMDB05783
cpd:C10464	hmdb:HMDB34145
cpd:C10467	hmdb:HMDB33820
cpd:C10468	hmdb:HMDB30705
cpd:C10469	hmdb:HMDB05802
cpd:C10470	hmdb:HMDB00955
cpd:C10474	hmdb:HMDB34120
cpd:C10475	hmdb:HMDB32611
cpd:C10476	hmdb:HMDB30762
cpd:C10478	hmdb:HMDB41553
cpd:C10480	hmdb:HMDB35873
cpd:C10482	hmdb:HMDB30801
cpd:C10483	hmdb:HMDB29318
cpd:C10486	hmdb:HMDB34125
cpd:C10487	hmdb:HMDB41140
cpd:C10490	hmdb:HMDB33591
cpd:C10494	hmdb:HMDB31463
cpd:C10497	hmdb:HMDB33463
cpd:C10498	hmdb:HMDB36595
cpd:C10501	hmdb:HMDB34843
cpd:C10502	hmdb:HMDB36629
cpd:C10504	hmdb:HMDB41758
cpd:C10509	hmdb:HMDB33987
cpd:C10510	hmdb:HMDB41658
cpd:C10514	hmdb:HMDB34173
cpd:C10515	hmdb:HMDB34411
cpd:C10516	hmdb:HMDB33732
cpd:C10520	hmdb:HMDB30617
cpd:C10521	hmdb:HMDB34127
cpd:C10522	hmdb:HMDB36616
cpd:C10523	hmdb:HMDB34050
cpd:C10526	hmdb:HMDB30521
cpd:C10527	hmdb:HMDB30718
cpd:C10529	hmdb:HMDB34027
cpd:C10534	hmdb:HMDB42024
cpd:C10538	hmdb:HMDB36630
cpd:C10539	hmdb:HMDB34116
cpd:C10544	hmdb:HMDB33280
cpd:C10545	hmdb:HMDB30087
cpd:C10558	hmdb:HMDB30709
cpd:C10573	hmdb:HMDB29561
cpd:C10577	hmdb:HMDB30274
cpd:C10642	hmdb:HMDB30351
cpd:C10643	hmdb:HMDB30177
cpd:C10653	hmdb:HMDB38590
cpd:C10654	hmdb:HMDB33349
cpd:C10674	hmdb:HMDB31704
cpd:C10675	hmdb:HMDB29661
cpd:C10676	hmdb:HMDB30195
cpd:C10680	hmdb:HMDB29646
cpd:C10681	hmdb:HMDB34319
cpd:C10682	hmdb:HMDB35698
cpd:C10682	hmdb:HMDB35789
cpd:C10688	hmdb:HMDB33122
cpd:C10689	hmdb:HMDB33480
cpd:C10702	hmdb:HMDB30770
cpd:C10706	hmdb:HMDB30041
cpd:C10719	hmdb:HMDB12270
cpd:C10719	hmdb:HMDB14325
cpd:C10723	hmdb:HMDB30165
cpd:C10725	hmdb:HMDB30598
cpd:C10726	hmdb:HMDB29645
cpd:C10735	hmdb:HMDB33346
cpd:C10738	hmdb:HMDB33852
cpd:C10739	hmdb:HMDB33853
cpd:C10755	hmdb:HMDB33481
cpd:C10759	hmdb:HMDB29683
cpd:C10761	hmdb:HMDB29686
cpd:C10770	hmdb:HMDB30983
cpd:C10787	hmdb:HMDB34158
cpd:C10788	hmdb:HMDB02899
cpd:C10794	hmdb:HMDB33897
cpd:C10796	hmdb:HMDB39353
cpd:C10802	hmdb:HMDB38527
cpd:C10803	hmdb:HMDB34205
cpd:C10804	hmdb:HMDB32594
cpd:C10809	hmdb:HMDB31009
cpd:C10812	hmdb:HMDB32612
cpd:C10820	hmdb:HMDB34202
cpd:C10822	hmdb:HMDB35282
cpd:C10826	hmdb:HMDB34731
cpd:C10827	hmdb:HMDB34103
cpd:C10832	hmdb:HMDB33812
cpd:C10833	hmdb:HMDB02085
cpd:C10834	hmdb:HMDB39287
cpd:C10847	hmdb:HMDB41836
cpd:C10850	hmdb:HMDB38593
cpd:C10851	hmdb:HMDB38594
cpd:C10858	hmdb:HMDB06548
cpd:C10864	hmdb:HMDB30338
cpd:C10865	hmdb:HMDB34580
cpd:C10868	hmdb:HMDB29875
cpd:C10871	hmdb:HMDB31452
cpd:C10874	hmdb:HMDB15310
cpd:C10882	hmdb:HMDB34256
cpd:C10883	hmdb:HMDB33270
cpd:C10884	hmdb:HMDB38931
cpd:C10896	hmdb:HMDB31767
cpd:C10897	hmdb:HMDB31769
cpd:C10907	hmdb:HMDB33147
cpd:C10914	hmdb:HMDB34853
cpd:C10928	hmdb:HMDB31766
cpd:C10938	hmdb:HMDB32635
cpd:C10947	hmdb:HMDB31802
cpd:C10985	hmdb:HMDB41866
cpd:C10988	hmdb:HMDB31791
cpd:C10990	hmdb:HMDB34860
cpd:C10998	hmdb:HMDB13195
cpd:C11001	hmdb:HMDB32782
cpd:C11002	hmdb:HMDB31796
cpd:C11004	hmdb:HMDB60677
cpd:C11016	hmdb:HMDB32562
cpd:C11028	hmdb:HMDB41985
cpd:C11035	hmdb:HMDB34854
cpd:C11042	hmdb:HMDB32566
cpd:C11045	hmdb:HMDB01894
cpd:C11048	hmdb:HMDB38591
cpd:C11049	hmdb:HMDB34081
cpd:C11049	hmdb:HMDB41130
cpd:C11061	hmdb:HMDB03141
cpd:C11065	hmdb:HMDB41951
cpd:C11083	hmdb:HMDB34913
cpd:C11101	hmdb:HMDB34355
cpd:C11110	hmdb:HMDB40292
cpd:C11111	hmdb:HMDB31779
cpd:C11115	hmdb:HMDB33002
cpd:C11125	hmdb:HMDB34852
cpd:C11131	hmdb:HMDB06765
cpd:C11133	hmdb:HMDB04483
cpd:C11134	hmdb:HMDB03193
cpd:C11135	hmdb:HMDB02829
cpd:C11136	hmdb:HMDB04484
cpd:C11142	hmdb:HMDB04983
cpd:C11143	hmdb:HMDB02151
cpd:C11150	hmdb:HMDB42048
cpd:C11153	hmdb:HMDB14587
cpd:C11154	hmdb:HMDB15288
cpd:C11155	hmdb:HMDB33835
cpd:C11158	hmdb:HMDB15164
cpd:C11159	hmdb:HMDB29845
cpd:C11168	hmdb:HMDB15592
cpd:C11169	hmdb:HMDB15619
cpd:C11173	hmdb:HMDB60510
cpd:C11174	hmdb:HMDB12494
cpd:C11180	hmdb:HMDB33135
cpd:C11181	hmdb:HMDB15255
cpd:C11195	hmdb:HMDB15335
cpd:C11196	hmdb:HMDB31804
cpd:C11199	hmdb:HMDB41852
cpd:C11208	hmdb:HMDB31795
cpd:C11226	hmdb:HMDB40599
cpd:C11228	hmdb:HMDB15327
cpd:C11230	hmdb:HMDB14588
cpd:C11231	hmdb:HMDB15378
cpd:C11231	hmdb:HMDB42023
cpd:C11237	hmdb:HMDB10317
cpd:C11240	hmdb:HMDB42009
cpd:C11249	hmdb:HMDB29597
cpd:C11251	hmdb:HMDB00885
cpd:C11254	hmdb:HMDB30658
cpd:C11262	hmdb:HMDB15063
cpd:C11263	hmdb:HMDB39238
cpd:C11269	hmdb:HMDB30520
cpd:C11271	hmdb:HMDB29600
cpd:C11278	hmdb:HMDB60431
cpd:C11284	hmdb:HMDB02096
cpd:C11285	hmdb:HMDB31810
cpd:C11288	hmdb:HMDB10335
cpd:C11289	hmdb:HMDB10358
cpd:C11301	hmdb:HMDB02639
cpd:C11304	hmdb:HMDB13061
cpd:C11332	hmdb:HMDB28933
cpd:C11338	hmdb:HMDB40725
cpd:C11361	hmdb:HMDB05084
cpd:C11368	hmdb:HMDB14509
cpd:C11372	hmdb:HMDB14438
cpd:C11376	hmdb:HMDB60511
cpd:C11378	hmdb:HMDB01072
cpd:C11379	hmdb:HMDB30282
cpd:C11382	hmdb:HMDB34697
cpd:C11383	hmdb:HMDB04487
cpd:C11384	hmdb:HMDB35842
cpd:C11386	hmdb:HMDB35094
cpd:C11388	hmdb:HMDB36101
cpd:C11389	hmdb:HMDB36102
cpd:C11390	hmdb:HMDB35783
cpd:C11391	hmdb:HMDB34970
cpd:C11392	hmdb:HMDB41633
cpd:C11393	hmdb:HMDB36086
cpd:C11395	hmdb:HMDB36082
cpd:C11396	hmdb:HMDB35825
cpd:C11408	hmdb:HMDB35622
