CHEBIID	KEGGID
chebi:16234	cpd:C01328
chebi:15377	cpd:C00001
chebi:15377	cpd:C00001
chebi:2761	cpd:C11340
chebi:31642	cpd:C13106
chebi:3535	cpd:C08099
chebi:16136	cpd:C00283
chebi:16136	cpd:C00283
chebi:29256	cpd:C00145
chebi:16696	cpd:C03354
chebi:15625	cpd:C01137
chebi:15625	cpd:C01137
chebi:16856	cpd:C00051
chebi:15694	cpd:C03451
chebi:15694	cpd:C03451
chebi:18126	cpd:C02589
chebi:16225	cpd:C01031
chebi:15892	cpd:C03174
chebi:17586	cpd:C00920
chebi:8927	cpd:C11175
chebi:2505	cpd:C11278
chebi:17858	cpd:C00127
chebi:16613	cpd:C05730
chebi:17021	cpd:C02320
chebi:27704	cpd:C02886
chebi:48926	cpd:C14180
chebi:34962	cpd:C14871
chebi:52857	cpd:C17267
chebi:52857	cpd:C17267
chebi:141472	cpd:C11347
chebi:17491	cpd:C03899
chebi:35896	cpd:C14875
chebi:17842	cpd:C02090
chebi:35490	cpd:C03170
chebi:34479	cpd:C14856
chebi:64729	cpd:C18871
chebi:26634	cpd:C18870
chebi:21264	cpd:C05526
chebi:79317	cpd:C08427
chebi:79318	cpd:C08403
chebi:79349	cpd:C08416
chebi:79319	cpd:C08415
chebi:79352	cpd:C08425
chebi:79367	cpd:C08420
chebi:79328	cpd:C08404
chebi:79329	cpd:C08407
chebi:79331	cpd:C08418
chebi:79335	cpd:C17257
chebi:79338	cpd:C17256
chebi:79363	cpd:C08408
chebi:5395	cpd:C08400
chebi:79326	cpd:C08412
chebi:5408	cpd:C08413
chebi:79324	cpd:C08401
chebi:79325	cpd:C08409
chebi:79311	cpd:C08419
chebi:79343	cpd:C08414
chebi:79347	cpd:C08417
chebi:17127	cpd:C02153
chebi:79362	cpd:C08406
chebi:27842	cpd:C08428
chebi:1865	cpd:C08422
chebi:1890	cpd:C08423
chebi:29028	cpd:C05837
chebi:27506	cpd:C08424
chebi:80999	cpd:C17272
chebi:80998	cpd:C17271
chebi:15911	cpd:C01069
chebi:15911	cpd:C01069
chebi:136422	cpd:C01069
chebi:80545	cpd:C16517
chebi:136946	cpd:C21650
chebi:16768	cpd:C06717
chebi:15735	cpd:C06718
chebi:15735	cpd:C06718
chebi:16086	cpd:C11502
chebi:61586	cpd:C18235
chebi:61586	cpd:C18235
chebi:17905	cpd:C03576
chebi:17905	cpd:C03576
chebi:17827	cpd:C03920
chebi:18209	cpd:C04832
chebi:18354	cpd:C11496
chebi:18288	cpd:C11498
chebi:15881	cpd:C11497
chebi:82711	cpd:C01336
chebi:34292	cpd:C14437
chebi:2208	cpd:C01756
chebi:2208	cpd:C02380
chebi:82755	cpd:C20259
chebi:16208	cpd:C00957
chebi:7959	cpd:C07418
chebi:28580	cpd:C05823
chebi:16753	cpd:C00831
chebi:17432	cpd:C01169
chebi:17456	cpd:C00950
chebi:17456	cpd:C00950
chebi:18320	cpd:C00265
chebi:18320	cpd:C00265
chebi:42106	cpd:C00265
chebi:16858	cpd:C01134
chebi:4222	cpd:C01134
chebi:17141	cpd:C01678
chebi:17853	cpd:C03537
chebi:2636	cpd:C06819
chebi:72583	cpd:C07651
chebi:47908	cpd:C00812
chebi:41218	cpd:C00928
chebi:16007	cpd:C00409
chebi:16007	cpd:C00409
chebi:8473	cpd:C08390
chebi:8474	cpd:C08391
chebi:38624	cpd:C18655
chebi:38962	cpd:C18665
chebi:38764	cpd:C18690
chebi:34363	cpd:C14569
chebi:888	cpd:C10922
chebi:17694	cpd:C00579
chebi:17577	cpd:C04424
chebi:16807	cpd:C01136
chebi:28391	cpd:C06157
chebi:28692	cpd:C05118
chebi:27462	cpd:C05119
chebi:17919	cpd:C04371
chebi:17919	cpd:C04371
chebi:63623	cpd:C07598
chebi:64198	cpd:C02924
chebi:16520	cpd:C01525
chebi:22326	cpd:C02245
chebi:16503	cpd:C01528
chebi:30096	cpd:C05360
chebi:17903	cpd:C03764
chebi:17903	cpd:C03764
chebi:28585	cpd:C06673
chebi:9334	cpd:C07316
chebi:8464	cpd:C07573
chebi:233869	cpd:C19187
chebi:53617	cpd:C19412
chebi:58996	cpd:C19334
chebi:7770	cpd:C07323
chebi:49770	cpd:C19459
chebi:34640	cpd:C14617
chebi:81046	cpd:C17380
chebi:82152	cpd:C19020
chebi:82285	cpd:C19188
chebi:82306	cpd:C19214
chebi:82364	cpd:C19287
chebi:82428	cpd:C19373
chebi:82475	cpd:C19433
chebi:88014	cpd:C19520
chebi:82534	cpd:C19526
chebi:82535	cpd:C19527
chebi:82536	cpd:C19528
chebi:82537	cpd:C19529
chebi:82554	cpd:C19552
chebi:82555	cpd:C19553
chebi:34941	cpd:C13745
chebi:30958	cpd:C19525
chebi:71416	cpd:C07429
chebi:34454	cpd:C14480
chebi:73716	cpd:C19387
chebi:74846	cpd:C19194
chebi:16134	cpd:C00014
chebi:15429	cpd:C00192
chebi:28048	cpd:C03629
chebi:21494	cpd:C16684
chebi:16395	cpd:C03621
chebi:133918	cpd:C20290
chebi:133915	cpd:C20291
chebi:133920	cpd:C20286
chebi:32952	cpd:C00706
chebi:2679	cpd:C07514
chebi:6809	cpd:C07164
chebi:6755	cpd:C07889
chebi:1391	cpd:C07577
chebi:3044	cpd:C07538
chebi:36	cpd:C02343
chebi:8872	cpd:C07239
chebi:6839	cpd:C07513
chebi:3646	cpd:C07559
chebi:4109	cpd:C08300
chebi:3606	cpd:C13962
chebi:3606	cpd:C11727
chebi:9010	cpd:C11771
chebi:10302	cpd:C11776
chebi:31781	cpd:C12871
chebi:79968	cpd:C15476
chebi:79989	cpd:C15620
chebi:80680	cpd:C16719
chebi:81373	cpd:C17903
chebi:82079	cpd:C18938
chebi:17123	cpd:C02218
chebi:4752	cpd:C11784
chebi:18820	cpd:C17234
chebi:16586	cpd:C02378
chebi:133923	cpd:C20990
chebi:15887	cpd:C00431
chebi:15887	cpd:C00431
chebi:2024	cpd:C03087
chebi:2247	cpd:C01037
chebi:9720	cpd:C07171
chebi:8097	cpd:C07499
chebi:5707	cpd:C07811
chebi:8914	cpd:C08510
chebi:9417	cpd:C10619
chebi:9848	cpd:C11701
chebi:31989	cpd:C12590
chebi:34969	cpd:C14129
chebi:34549	cpd:C14817
chebi:79554	cpd:C15032
chebi:81220	cpd:C17615
chebi:81221	cpd:C17616
chebi:81222	cpd:C17617
chebi:81223	cpd:C17618
chebi:18000	cpd:C01890
chebi:18397	cpd:C05332
chebi:18397	cpd:C05332
chebi:40538	cpd:C15562
chebi:18096	cpd:C02998
chebi:15733	cpd:C02299
chebi:15739	cpd:C06748
chebi:15739	cpd:C06748
chebi:15997	cpd:C02787
chebi:15997	cpd:C02787
chebi:17170	cpd:C00543
chebi:17170	cpd:C00543
chebi:16830	cpd:C00218
chebi:18139	cpd:C00565
chebi:15724	cpd:C01104
chebi:32877	cpd:C00375
chebi:32877	cpd:C00893
chebi:17062	cpd:C00375
chebi:15862	cpd:C00797
chebi:15862	cpd:C00797
chebi:81945	cpd:C18766
chebi:2618	cpd:C06818
chebi:34660	cpd:C14150
chebi:15773	cpd:C00571
chebi:15773	cpd:C00571
chebi:25094	cpd:C16440
chebi:16855	cpd:C00739
chebi:18019	cpd:C00047
chebi:15804	cpd:C02051
chebi:16194	cpd:C02972
chebi:16882	cpd:C01242
chebi:51807	cpd:C01211
chebi:18040	cpd:C16741
chebi:16570	cpd:C01028
chebi:16752	cpd:C03366
chebi:17342	cpd:C02837
chebi:17213	cpd:C04020
chebi:16927	cpd:C00449
chebi:16232	cpd:C02444
chebi:17752	cpd:C02727
chebi:17328	cpd:C04211
chebi:21860	cpd:C16138
chebi:27870	cpd:C05552
chebi:18157	cpd:C05554
chebi:17604	cpd:C02728
chebi:61437	cpd:C16489
chebi:27747	cpd:C01924
chebi:63801	cpd:C20333
chebi:35704	cpd:C12989
chebi:17443	cpd:C02427
chebi:6263	cpd:C01930
chebi:64035	cpd:C16742
chebi:64312	cpd:C13736
chebi:5712	cpd:C08306
chebi:7728	cpd:C01740
chebi:74526	cpd:C18706
chebi:43689	cpd:C02640
chebi:6706	cpd:C07511
chebi:34694	cpd:C14686
chebi:81391	cpd:C17933
chebi:81421	cpd:C17970
chebi:81955	cpd:C18780
chebi:82233	cpd:C19111
chebi:670	cpd:C02455
chebi:27878	cpd:C02227
chebi:50450	cpd:C14790
chebi:60833	cpd:C18869
chebi:34871	cpd:C14789
chebi:17296	cpd:C00292
chebi:61691	cpd:C06011
chebi:4520	cpd:C11077
chebi:7957	cpd:C11012
chebi:13248	cpd:C01402
chebi:9473	cpd:C11274
chebi:239133	cpd:C18915
chebi:8802	cpd:C08021
chebi:19503	cpd:C18759
chebi:7858	cpd:C10956
chebi:9316	cpd:C08022
chebi:8415	cpd:C10958
chebi:9520	cpd:C10959
chebi:968	cpd:C11561
chebi:7088	cpd:C11564
chebi:32172	cpd:C12869
chebi:35049	cpd:C13760
chebi:34827	cpd:C14207
chebi:34936	cpd:C14229
chebi:35093	cpd:C14262
chebi:35090	cpd:C14266
chebi:34931	cpd:C14517
chebi:35087	cpd:C14619
chebi:79446	cpd:C14921
chebi:79751	cpd:C15249
chebi:81728	cpd:C18394
chebi:81808	cpd:C18531
chebi:81994	cpd:C18833
chebi:82030	cpd:C18882
chebi:82057	cpd:C18914
chebi:82075	cpd:C18934
chebi:82127	cpd:C18989
chebi:82172	cpd:C19045
chebi:82173	cpd:C19046
chebi:82176	cpd:C19049
chebi:82177	cpd:C19050
chebi:82180	cpd:C19053
chebi:82052	cpd:C18907
chebi:3405	cpd:C11255
chebi:28884	cpd:C07565
chebi:8050	cpd:C07591
chebi:2394	cpd:C10925
chebi:2533	cpd:C10928
chebi:3230	cpd:C10931
chebi:34260	cpd:C14417
chebi:27873	cpd:C11013
chebi:27526	cpd:C11010
chebi:28546	cpd:C11014
chebi:27840	cpd:C11003
chebi:28738	cpd:C11004
chebi:518305	cpd:C18993
chebi:29010	cpd:C08061
chebi:1784	cpd:C10998
chebi:16580	cpd:C03622
chebi:16434	cpd:C04081
chebi:8080	cpd:C07438
chebi:55436	cpd:C15534
chebi:13759	cpd:C01664
chebi:31108	cpd:C12244
chebi:16000	cpd:C00189
chebi:34488	cpd:C13828
chebi:2700	cpd:C11695
chebi:71464	cpd:C16512
chebi:28123	cpd:C06772
chebi:28123	cpd:C06772
chebi:8430	cpd:C07375
chebi:3636	cpd:C07877
chebi:4514	cpd:C06951
chebi:8060	cpd:C07430
chebi:7319	cpd:C08310
chebi:7102	cpd:C09984
chebi:3350	cpd:C10575
chebi:9652	cpd:C07155
chebi:4469	cpd:C07884
chebi:32863	cpd:C02324
chebi:8499	cpd:C07407
chebi:8736	cpd:C11193
chebi:8214	cpd:C07445
chebi:3175	cpd:C07886
chebi:3127	cpd:C06852
chebi:4670	cpd:C06967
chebi:18049	cpd:C01746
chebi:8058	cpd:C07575
chebi:76324	cpd:C19284
chebi:7640	cpd:C07274
chebi:16072	cpd:C07272
chebi:44485	cpd:C02441
chebi:32876	cpd:C02196
chebi:16269	cpd:C02846
chebi:17735	cpd:C01183
chebi:2666	cpd:C06824
chebi:35026	cpd:C14691
chebi:44557	cpd:C14695
chebi:28621	cpd:C06771
chebi:3647	cpd:C06906
chebi:3648	cpd:C10966
chebi:6807	cpd:C07163
chebi:9086	cpd:C07245
chebi:8459	cpd:C07379
chebi:3752	cpd:C06917
chebi:9635	cpd:C08166
chebi:8461	cpd:C07404
chebi:6838	cpd:C07192
chebi:3651	cpd:C07953
chebi:50931	cpd:C07953
chebi:8888	cpd:C07564
chebi:9622	cpd:C07750
chebi:3061	cpd:C06847
chebi:5050	cpd:C06999
chebi:48723	cpd:C07475
chebi:4850	cpd:C09426
chebi:4024	cpd:C06932
chebi:2946	cpd:C07774
chebi:28193	cpd:C10772
chebi:18328	cpd:C02621
chebi:18328	cpd:C02621
chebi:18360	cpd:C04170
chebi:18360	cpd:C04170
chebi:3238	cpd:C08067
chebi:4046	cpd:C06935
chebi:15645	cpd:C03325
chebi:15645	cpd:C03325
chebi:4530	cpd:C06954
chebi:4639	cpd:C07872
chebi:4534	cpd:C07871
chebi:3210	cpd:C08299
chebi:2086	cpd:C08309
chebi:51173	cpd:C07406
chebi:9448	cpd:C08079
chebi:7804	cpd:C10356
chebi:2277	cpd:C10917
chebi:4738	cpd:C11081
chebi:34594	cpd:C14323
chebi:81939	cpd:C18755
chebi:81978	cpd:C18813
chebi:82216	cpd:C19094
chebi:82217	cpd:C19095
chebi:82219	cpd:C19097
chebi:82393	cpd:C19332
chebi:81917	cpd:C18726
chebi:7451	cpd:C08071
chebi:28902	cpd:C16685
chebi:28902	cpd:C02720
chebi:28902	cpd:C02720
chebi:51349	cpd:C06702
chebi:3814	cpd:C06925
chebi:3333	cpd:C10573
chebi:3332	cpd:C09097
chebi:19030	cpd:C05771
chebi:28390	cpd:C04122
chebi:28293	cpd:C04126
chebi:15675	cpd:C03194
chebi:15675	cpd:C03194
chebi:16566	cpd:C00836
chebi:46961	cpd:C12144
chebi:31998	cpd:C12145
chebi:31488	cpd:C12126
chebi:17862	cpd:C02934
chebi:16893	cpd:C01120
chebi:20096	cpd:C06121
chebi:16874	cpd:C01747
chebi:16874	cpd:C01747
chebi:17507	cpd:C02744
chebi:17507	cpd:C02744
chebi:16393	cpd:C00319
chebi:37550	cpd:C06124
chebi:16456	cpd:C03823
chebi:16994	cpd:C04708
chebi:52639	cpd:C00195
chebi:72957	cpd:C13916
chebi:34862	cpd:C13918
chebi:18390	cpd:C02686
chebi:143595	cpd:C06126
chebi:4177	cpd:C03108
chebi:18368	cpd:C01190
chebi:71981	cpd:C03108
chebi:78759	cpd:C13914
chebi:991	cpd:C11260
chebi:71050	cpd:C13915
chebi:28187	cpd:C03059
chebi:29081	cpd:C04548
chebi:119	cpd:C01869
chebi:16463	cpd:C01210
chebi:16913	cpd:C03711
chebi:16343	cpd:C02735
chebi:64064	cpd:C07241
chebi:9011	cpd:C07241
chebi:8093	cpd:C07441
chebi:8746	cpd:C11770
chebi:17134	cpd:C04227
chebi:44715	cpd:C04227
chebi:6792	cpd:C07144
chebi:9449	cpd:C07129
chebi:15407	cpd:C01575
chebi:6794	cpd:C07146
chebi:6257	cpd:C11703
chebi:63082	cpd:C07805
chebi:5147	cpd:C07805
chebi:51209	cpd:C02765
chebi:17553	cpd:C00346
chebi:144413	cpd:C19913
chebi:17476	cpd:C04756
chebi:15785	cpd:C04635
chebi:35098	cpd:C13896
chebi:35099	cpd:C13897
chebi:29017	cpd:C04438
chebi:28936	cpd:C05973
chebi:36712	cpd:C04475
chebi:18244	cpd:C04476
chebi:73124	cpd:C13877
chebi:16038	cpd:C00350
chebi:34083	cpd:C13877
chebi:17152	cpd:C04308
chebi:60286	cpd:C13877
chebi:15958	cpd:C01241
chebi:17175	cpd:C04071
chebi:28968	cpd:C04503
chebi:16996	cpd:C01100
chebi:16542	cpd:C03872
chebi:16732	cpd:C00570
chebi:15868	cpd:C03486
chebi:7880	cpd:C11184
chebi:31997	cpd:C13482
chebi:16929	cpd:C01233
chebi:28943	cpd:C06062
chebi:7954	cpd:C07416
chebi:44356	cpd:C05353
chebi:2401	cpd:C06807
chebi:8028	cpd:C07427
chebi:44032	cpd:C07051
chebi:2379	cpd:C06803
chebi:3133	cpd:C06853
chebi:4646	cpd:C06963
chebi:4856	cpd:C06980
chebi:4877	cpd:C06984
chebi:258351	cpd:C11696
chebi:5088	cpd:C07809
chebi:63622	cpd:C07309
chebi:16255	cpd:C00860
chebi:6904	cpd:C07202
chebi:3082	cpd:C06849
chebi:6897	cpd:C07915
chebi:6438	cpd:C07914
chebi:27373	cpd:C05944
chebi:1456	cpd:C06057
chebi:133888	cpd:C20920
chebi:134653	cpd:C20919
chebi:16670	cpd:C00012
chebi:16670	cpd:C00012
chebi:84805	cpd:C04877
chebi:28289	cpd:C04700
chebi:28289	cpd:C04700
chebi:9837	cpd:C04700
chebi:16970	cpd:C00692
chebi:46143	cpd:C00692
chebi:18199	cpd:C04882
chebi:70768	cpd:C04702
chebi:17329	cpd:C04894
chebi:16329	cpd:C05892
chebi:83942	cpd:C19720
chebi:17739	cpd:C03881
chebi:59063	cpd:C11612
chebi:37943	cpd:C13768
chebi:600103	cpd:C12013
chebi:29681	cpd:C12043
chebi:71978	cpd:C12043
chebi:32174	cpd:C12268
chebi:2450	cpd:C01776
chebi:16462	cpd:C02038
chebi:18061	cpd:C03011
chebi:5054	cpd:C00290
chebi:3070	cpd:C00732
chebi:7989	cpd:C00773
chebi:431	cpd:C01316
chebi:6102	cpd:C01505
chebi:10096	cpd:C01632
chebi:10095	cpd:C02334
chebi:269	cpd:C02487
chebi:4223	cpd:C02828
chebi:10097	cpd:C03183
chebi:6765	cpd:C03292
chebi:270	cpd:C03326
chebi:8959	cpd:C05526
chebi:7678	cpd:C06568
chebi:2286	cpd:C06569
chebi:3734	cpd:C06667
chebi:9920	cpd:C06668
chebi:4787	cpd:C07466
chebi:6960	cpd:C07704
chebi:5158	cpd:C11221
chebi:7209	cpd:C11292
chebi:7189	cpd:C11295
chebi:7190	cpd:C11296
chebi:7192	cpd:C11297
chebi:7281	cpd:C11298
chebi:8955	cpd:C11303
chebi:8937	cpd:C11304
chebi:8932	cpd:C11315
chebi:272	cpd:C11318
chebi:6419	cpd:C11328
chebi:7161	cpd:C11329
chebi:7191	cpd:C11330
chebi:6418	cpd:C11332
chebi:7193	cpd:C11333
chebi:2966	cpd:C11362
chebi:7270	cpd:C11370
chebi:1831	cpd:C11583
chebi:6611	cpd:C11602
chebi:6979	cpd:C11603
chebi:7352	cpd:C11604
chebi:7427	cpd:C11606
chebi:7188	cpd:C11607
chebi:7988	cpd:C11610
chebi:6618	cpd:C11684
chebi:9444	cpd:C11712
chebi:4284	cpd:C11717
chebi:2940	cpd:C11725
chebi:29632	cpd:C12007
chebi:29680	cpd:C12055
chebi:29566	cpd:C12057
chebi:29648	cpd:C12062
chebi:31240	cpd:C13269
chebi:33995	cpd:C14791
chebi:34000	cpd:C14792
chebi:33993	cpd:C14793
chebi:34103	cpd:C14803
chebi:34102	cpd:C14804
chebi:34101	cpd:C14805
chebi:34100	cpd:C14806
chebi:34324	cpd:C14847
chebi:34228	cpd:C14848
chebi:34374	cpd:C14855
chebi:34958	cpd:C14861
chebi:34302	cpd:C14862
chebi:34254	cpd:C14863
chebi:34959	cpd:C14864
chebi:34253	cpd:C14865
chebi:34957	cpd:C14868
chebi:34777	cpd:C14874
chebi:80005	cpd:C15654
chebi:80006	cpd:C15655
chebi:80056	cpd:C15726
chebi:80109	cpd:C15824
chebi:80183	cpd:C15927
chebi:80238	cpd:C16008
chebi:80568	cpd:C16562
chebi:80569	cpd:C16563
chebi:80570	cpd:C16564
chebi:80571	cpd:C16566
chebi:80572	cpd:C16567
chebi:80573	cpd:C16568
chebi:81031	cpd:C17362
chebi:81032	cpd:C17363
chebi:81033	cpd:C17364
chebi:81034	cpd:C17365
chebi:81058	cpd:C17395
chebi:81396	cpd:C17940
chebi:81400	cpd:C17944
chebi:81406	cpd:C17950
chebi:81407	cpd:C17951
chebi:81412	cpd:C17960
chebi:81413	cpd:C17961
chebi:81455	cpd:C18010
chebi:81498	cpd:C18095
chebi:81500	cpd:C18097
chebi:69052	cpd:C15727
chebi:4727	cpd:C01574
chebi:15722	cpd:C02179
chebi:65312	cpd:C16079
chebi:75451	cpd:C18186
chebi:78496	cpd:C15947
chebi:6736	cpd:C11198
chebi:80330	cpd:C16118
chebi:80304	cpd:C16090
chebi:18122	cpd:C03303
chebi:144399	cpd:C19996
chebi:37415	cpd:C08438
chebi:7872	cpd:C00746
chebi:6925	cpd:C05371
chebi:59204	cpd:C18365
chebi:9937	cpd:C00840
chebi:34543	cpd:C13662
chebi:4450	cpd:C06944
chebi:15782	cpd:C01540
chebi:17800	cpd:C02574
chebi:29693	cpd:C12054
chebi:64628	cpd:C16022
chebi:80249	cpd:C16021
chebi:3306	cpd:C06865
chebi:65619	cpd:C15695
chebi:73154	cpd:C08443
chebi:73356	cpd:C20164
chebi:28001	cpd:C06689
chebi:82699	cpd:C12034
chebi:29556	cpd:C12014
chebi:29505	cpd:C12016
chebi:87399	cpd:C15764
chebi:5931	cpd:C00723
chebi:5530	cpd:C11218
chebi:48028	cpd:C15676
chebi:8040	cpd:C08439
chebi:4031	cpd:C05086
chebi:7726	cpd:C07306
chebi:16535	cpd:C02777
chebi:29563	cpd:C11846
chebi:29701	cpd:C12041
chebi:71947	cpd:C12041
chebi:35862	cpd:C15482
chebi:28669	cpd:C01667
chebi:6631	cpd:C10605
chebi:8985	cpd:C11213
chebi:80033	cpd:C15701
chebi:6603	cpd:C07105
chebi:9914	cpd:C08442
chebi:2492	cpd:C09993
chebi:2493	cpd:C09994
chebi:2494	cpd:C09995
chebi:2632	cpd:C09996
chebi:2680	cpd:C09997
chebi:2681	cpd:C09998
chebi:2801	cpd:C09999
chebi:3364	cpd:C10000
chebi:3476	cpd:C10001
chebi:3911	cpd:C10002
chebi:5166	cpd:C10003
chebi:5823	cpd:C10004
chebi:5933	cpd:C10005
chebi:5934	cpd:C10006
chebi:5936	cpd:C10007
chebi:7012	cpd:C10009
chebi:7013	cpd:C10010
chebi:7658	cpd:C10011
chebi:7909	cpd:C10012
chebi:9063	cpd:C10014
chebi:10121	cpd:C10015
chebi:10122	cpd:C10016
chebi:2965	cpd:C11587
chebi:2967	cpd:C11589
chebi:80048	cpd:C15718
chebi:80053	cpd:C15723
chebi:80054	cpd:C15724
chebi:80055	cpd:C15725
chebi:80063	cpd:C15734
chebi:80064	cpd:C15735
chebi:80065	cpd:C15736
chebi:80066	cpd:C15737
chebi:80067	cpd:C15738
chebi:80068	cpd:C15739
chebi:3000	cpd:C11590
chebi:64650	cpd:C15757
chebi:64649	cpd:C15740
chebi:28545	cpd:C06684
chebi:66104	cpd:C16883
chebi:78739	cpd:C18390
chebi:5387	cpd:C01700
chebi:8732	cpd:C08032
chebi:46416	cpd:C11269
chebi:8417	cpd:C11615
chebi:8418	cpd:C11616
chebi:8419	cpd:C11617
chebi:29583	cpd:C12042
chebi:80026	cpd:C15691
chebi:80027	cpd:C15692
chebi:80031	cpd:C15697
chebi:80032	cpd:C15698
chebi:80044	cpd:C15714
chebi:80045	cpd:C15715
chebi:80046	cpd:C15716
chebi:80051	cpd:C15721
chebi:80052	cpd:C15722
chebi:80070	cpd:C15742
chebi:80071	cpd:C15743
chebi:80072	cpd:C15744
chebi:80073	cpd:C15745
chebi:80074	cpd:C15746
chebi:80075	cpd:C15747
chebi:80076	cpd:C15748
chebi:80077	cpd:C15749
chebi:80078	cpd:C15750
chebi:80087	cpd:C15763
chebi:80726	cpd:C16786
chebi:90205	cpd:C16862
chebi:68856	cpd:C16847
chebi:6383	cpd:C10008
chebi:31870	cpd:C12216
chebi:17149	cpd:C04502
chebi:28514	cpd:C04876
chebi:27877	cpd:C04904
chebi:10151	cpd:C11827
chebi:28138	cpd:C05898
chebi:27457	cpd:C05895
chebi:27692	cpd:C05893
chebi:37738	cpd:C04851
chebi:62231	cpd:C17542
chebi:62232	cpd:C17541
chebi:34994	cpd:C13781
chebi:34995	cpd:C13587
chebi:29687	cpd:C15820
chebi:34996	cpd:C13588
chebi:34997	cpd:C13610
chebi:34998	cpd:C13612
chebi:34999	cpd:C13613
chebi:3139	cpd:C15773
chebi:3139	cpd:C06854
chebi:141615	cpd:C00528
chebi:48030	cpd:C01960
chebi:80049	cpd:C15719
chebi:2624	cpd:C01552
chebi:2423	cpd:C11306
chebi:53490	cpd:C11596
chebi:3088	cpd:C06457
chebi:6426	cpd:C01591
chebi:6415	cpd:C11331
chebi:8047	cpd:C08440
chebi:35940	cpd:C03958
chebi:46761	cpd:C00107
chebi:17201	cpd:C02037
chebi:17537	cpd:C02993
chebi:16576	cpd:C00993
chebi:18323	cpd:C01262
chebi:27749	cpd:C05341
chebi:28712	cpd:C05340
chebi:16834	cpd:C03738
chebi:4047	cpd:C01419
chebi:2877	cpd:C11045
chebi:433	cpd:C01314
chebi:28389	cpd:C01313
chebi:10099	cpd:C02203
chebi:4784	cpd:C06977
chebi:4786	cpd:C11720
chebi:15857	cpd:C03363
chebi:15727	cpd:C00386
chebi:15727	cpd:C00386
chebi:5390	cpd:C01425
chebi:73514	cpd:C02155
chebi:73688	cpd:C12270
chebi:73705	cpd:C05282
chebi:73707	cpd:C05283
chebi:10565	cpd:C05711
chebi:5729	cpd:C05010
chebi:28496	cpd:C05556
chebi:28496	cpd:C05556
chebi:5385	cpd:C10595
chebi:28666	cpd:C05951
chebi:27491	cpd:C06462
chebi:141520	cpd:C21519
chebi:141521	cpd:C21515
chebi:6414	cpd:C01833
chebi:138878	cpd:C20910
chebi:138879	cpd:C20925
chebi:138811	cpd:C20916
chebi:85981	cpd:C00884
chebi:144402	cpd:C20915
chebi:28776	cpd:C05695
chebi:27694	cpd:C05844
chebi:17257	cpd:C03646
chebi:17257	cpd:C03646
chebi:17515	cpd:C00669
chebi:17078	cpd:C04544
chebi:30307	cpd:C04138
chebi:30307	cpd:C04138
chebi:45353	cpd:C00563
chebi:5739	cpd:C07671
chebi:6427	cpd:C07612
chebi:5520	cpd:C07607
chebi:80144	cpd:C15872
chebi:80131	cpd:C15855
chebi:15369	cpd:C01775
chebi:15369	cpd:C01775
chebi:27666	cpd:C06770
chebi:3371	cpd:C01790
chebi:2719	cpd:C02135
chebi:55438	cpd:C15850
chebi:2718	cpd:C00873
chebi:80128	cpd:C15851
chebi:3892	cpd:C02017
chebi:5391	cpd:C01501
chebi:75431	cpd:C16025
chebi:75437	cpd:C18187
chebi:75441	cpd:C16113
chebi:7542	cpd:C01836
chebi:15841	cpd:C00403
chebi:16541	cpd:C00017
chebi:13850	cpd:C16240
chebi:2784	cpd:C05779
chebi:2786	cpd:C05780
chebi:6495	cpd:C01834
chebi:15033	cpd:C00342
chebi:15967	cpd:C00342
chebi:18191	cpd:C00343
chebi:17999	cpd:C02315
chebi:5932	cpd:C02288
chebi:16249	cpd:C02582
chebi:18359	cpd:C00229
chebi:16139	cpd:C03688
chebi:16018	cpd:C00173
chebi:17093	cpd:C03939
chebi:17330	cpd:C01209
chebi:50651	cpd:C05761
chebi:5697	cpd:C05764
chebi:7725	cpd:C05752
chebi:4349	cpd:C05755
chebi:1639	cpd:C05762
chebi:1637	cpd:C05756
chebi:1634	cpd:C05753
chebi:1642	cpd:C05746
chebi:1646	cpd:C05750
chebi:1655	cpd:C05759
chebi:2393	cpd:C05744
chebi:325	cpd:C05757
chebi:326	cpd:C05747
chebi:5291	cpd:C01498
chebi:5017	cpd:C01695
chebi:17908	cpd:C00139
chebi:17513	cpd:C00138
chebi:16906	cpd:C00662
chebi:16762	cpd:C00998
chebi:16748	cpd:C00995
chebi:18097	cpd:C00996
chebi:16078	cpd:C05305
chebi:15910	cpd:C05183
chebi:5034	cpd:C06259
chebi:5022	cpd:C06260
chebi:15719	cpd:C00923
chebi:15983	cpd:C00924
chebi:16928	cpd:C00126
chebi:16707	cpd:C01000
chebi:17714	cpd:C02684
chebi:15856	cpd:C01071
chebi:18070	cpd:C00524
chebi:15991	cpd:C00125
chebi:16448	cpd:C00997
chebi:16951	cpd:C01070
chebi:4067	cpd:C02021
chebi:5386	cpd:C06258
chebi:7861	cpd:C05781
chebi:5656	cpd:C01708
chebi:17373	cpd:C02685
chebi:7044	cpd:C05782
chebi:4057	cpd:C06109
chebi:4058	cpd:C06110
chebi:17089	cpd:C00326
chebi:64073	cpd:C15894
chebi:64645	cpd:C16514
chebi:64645	cpd:C16515
chebi:64646	cpd:C16514
chebi:64647	cpd:C16515
chebi:10415	cpd:C02210
chebi:65318	cpd:C19709
chebi:75469	cpd:C15893
chebi:7445	cpd:C07613
